,R,F,M,C,L
11199,4,20,31148,0.64705278,30
11200,6,26,36114,0.558064463,90
11201,24,15,29754,0.67730322,22
11202,7,24,27146,0.7423038390000001,27
11203,43,14,23836,0.845253818,33
11204,1,27,27463,0.733549867,100
11205,8,20,25047,0.804196111,46
11206,101,24,23028,0.874701233,13
11207,5,27,33970,0.5929375920000001,111
11208,5,17,25605,0.7866131609999999,68
11209,37,18,17462,1.153374184,15
11210,36,17,35610,0.565572592,21
11211,35,33,23756,0.847739518,34
11212,4,28,31700,0.635205047,39
11213,79,21,25725,0.782711759,93
11214,13,20,22622,0.890045973,85
11215,10,21,36044,0.558492953,104
11216,1,22,24370,0.826027493,100
11217,38,25,30820,0.653091823,107
11218,19,20,25572,0.7868809640000001,14
11219,185,12,32405,0.620954482,17
11220,16,17,38449,0.523334547,53
11221,49,10,16968,1.185784418,40
11222,20,23,24138,0.833339962,108
11223,159,17,25389,0.79227185,100
11224,164,20,31077,0.647253596,24
11225,110,22,30490,0.659705805,26
11226,6,20,33606,0.598446706,96
11227,34,9,31513,0.638189001,95
11228,216,16,31153,0.645508298,17
11229,72,21,29832,0.6740640920000001,42
11230,109,12,36353,0.553132066,17
11231,22,22,26991,0.744960913,29
11232,111,10,25622,0.7846776209999999,59
11233,147,12,28813,0.69771735,38
11234,38,16,29348,0.684955022,103
11235,11,23,36598,0.549173725,20
11236,90,15,27146,0.740339277,69
11237,12,25,25097,0.8007574609999999,21
11238,3,29,28083,0.715450272,21
11239,88,12,24208,0.829921927,78
11240,3,25,26995,0.744218189,17
11241,43,14,18106,1.10949409,76
11242,563,10,26430,0.76,24
11243,35,13,27444,0.7318678040000001,51
11244,50,15,26480,0.7584501509999999,47
11245,29,26,33623,0.597304524,55
11246,29,17,25934,0.7743464179999999,40
11247,35,19,33273,0.603449043,110
11248,18,14,19781,1.014962338,75
11249,376,31,21100,0.9514597159999999,26
11250,119,9,13922,1.4419997130000002,41
11251,11,17,29081,0.690288505,22
11252,8,25,29554,0.679232253,76
11253,62,24,29532,0.679730123,28
11254,185,20,27029,0.7426641759999999,35
11255,142,17,28528,0.70355265,21
11256,44,14,26334,0.7621428570000001,26
11257,5,32,39168,0.512406812,65
11258,25,30,35480,0.5656631910000001,68
11259,34,3,30408,0.66,26
11260,19,23,38158,0.525849887,59
11261,39,9,19370,1.035875581,108
11262,29,24,29696,0.675525323,15
11263,118,21,40245,0.498390856,36
11264,80,11,23750,0.844432,24
11265,179,12,20237,0.9910041009999999,90
11266,2,24,26818,0.7477328659999999,17
11267,31,24,26899,0.7453355140000001,24
11268,2,26,25215,0.795003371,75
11269,62,25,23440,0.855072952,80
11270,37,24,22340,0.8971074309999999,61
11271,7,24,30212,0.663340064,12
11272,9,25,25219,0.7946072409999999,92
11273,3,12,27864,0.719166667,19
11274,26,17,31699,0.631819616,13
11275,143,16,32278,0.620430944,104
11276,73,26,33356,0.6003411679999999,84
11277,149,15,23351,0.857558991,63
11278,6,24,30363,0.659505978,110
11279,111,15,31909,0.627537999,54
11280,41,9,16891,1.185457936,44
11281,23,22,26270,0.7621374190000001,37
11282,64,12,18407,1.0875612540000001,47
11283,57,22,27517,0.727478286,25
11284,6,20,26004,0.769805415,64
11285,12,26,26864,0.7450912,14
11286,22,15,31381,0.637766164,42
11287,109,21,29770,0.672238495,81
11288,30,16,27944,0.7161090040000001,87
11289,36,24,23443,0.853549034,90
11290,19,18,23920,0.8364443979999999,55
11291,170,21,29931,0.66829441,22
11292,81,24,24508,0.816123307,89
11293,150,16,18372,1.088276181,27
11294,88,26,24901,0.8028866309999999,44
11295,64,12,45430,0.440016069,12
11296,111,19,22563,0.8859371540000001,20
11297,32,20,22963,0.8704485479999999,87
11298,26,16,27245,0.73361681,65
11299,254,19,24852,0.804210526,109
11300,28,34,30388,0.65766421,27
11301,39,32,24869,0.8034959190000001,40
11302,4,25,25300,0.789776285,28
11303,10,18,31922,0.625923814,88
11304,46,24,21237,0.9408094359999999,98
11305,119,18,28778,0.6942299670000001,90
11306,6,15,24759,0.806855285,111
11307,74,16,23046,0.8667708059999999,28
11308,13,20,25067,0.7968233140000001,66
11309,156,4,24342,0.8204781859999999,12
11310,53,12,14237,1.402778675,21
11311,12,22,29052,0.6873110290000001,62
11312,30,17,25336,0.788079018,45
11313,43,29,25524,0.782150133,37
11314,46,22,25165,0.793287105,36
11315,68,11,30250,0.6598704129999999,15
11316,272,21,32113,0.621569458,28
11317,20,27,28698,0.6954613559999999,22
11318,2,23,27183,0.7341614240000001,90
11319,24,20,23542,0.84745731,78
11320,156,24,29684,0.672077213,71
11321,14,22,25812,0.7728750190000001,29
11322,391,38,25428,0.7845033029999999,20
11323,20,19,28970,0.688558854,35
11324,11,20,25607,0.778963565,23
11325,31,10,30416,0.655784456,28
11326,8,38,32749,0.608962411,47
11327,19,14,29074,0.6859124990000001,19
11328,16,15,32459,0.614303891,111
11329,23,22,28172,0.707780065,95
11330,95,15,29366,0.678994075,26
11331,42,15,26967,0.7393729370000001,47
11332,20,14,27054,0.736968286,17
11333,39,14,22551,0.8839089179999999,19
11334,77,15,25511,0.7812418170000001,112
11335,95,17,25798,0.7724998059999999,22
11336,8,23,28389,0.701959562,72
11337,166,19,30842,0.646089424,63
11338,44,21,28040,0.7105998570000001,66
11339,37,27,24161,0.8245966640000001,78
11340,61,33,21207,0.9394539540000001,97
11341,5,22,28776,0.692272727,31
11342,88,29,26766,0.7442176640000001,85
11343,153,6,20200,0.986082178,17
11344,72,14,27161,0.7332723390000001,76
11345,34,23,26510,0.7511075070000001,30
11346,59,16,26062,0.764011971,70
11347,8,14,28910,0.688673815,22
11348,27,18,27685,0.719141774,73
11349,202,9,13386,1.487312864,35
11350,4,30,18220,1.092659715,14
11351,24,20,23492,0.8473412229999999,38
11352,105,17,26646,0.746999925,103
11353,4,16,16483,1.207533823,41
11354,143,22,27123,0.733801939,66
11355,2,26,29530,0.6739075520000001,62
11356,24,30,26872,0.740485636,19
11357,5,20,28441,0.699573503,41
11358,344,23,35610,0.558649256,96
11359,155,28,24584,0.8091522940000001,43
11360,148,31,32141,0.618900159,45
11361,9,19,31176,0.6380504229999999,96
11362,14,24,30568,0.65072854,109
11363,30,13,22648,0.878169375,19
11364,172,16,24343,0.816997905,19
11365,297,4,20793,0.956457943,77
11366,137,20,27730,0.7170732059999999,49
11367,74,15,24379,0.815537143,19
11368,332,9,16968,1.171608322,40
11369,64,21,26121,0.7610420729999999,40
11370,27,11,23150,0.858666523,15
11371,106,22,25918,0.766914885,49
11372,8,16,23687,0.839081353,74
11373,19,4,18865,1.053529817,102
11374,4,25,35542,0.559191942,84
11375,1,26,25592,0.776598937,20
11376,105,20,26424,0.7521207990000001,79
11377,69,6,21918,0.906666667,34
11378,122,17,25754,0.77161606,82
11379,2,31,29319,0.6777079709999999,24
11380,74,16,30855,0.643806514,96
11381,4,15,28162,0.7053575740000001,60
11382,41,6,31001,0.6407428789999999,27
11383,2,15,23444,0.847279474,31
11384,3,18,30892,0.642972291,13
11385,29,10,33260,0.597194227,17
11386,4,32,27776,0.714990279,26
11387,163,18,22064,0.900044869,39
11388,60,19,28658,0.692949613,106
11389,10,10,14496,1.369922047,85
11390,1,17,23682,0.838512795,55
11391,3,21,25478,0.779382212,32
11392,94,20,23939,0.8293734070000001,84
11393,11,26,29639,0.669862344,83
11394,114,10,24052,0.82540454,18
11395,44,14,31111,0.638112886,15
11396,27,19,25235,0.7866911040000001,80
11397,13,13,29135,0.6813461470000001,53
11398,99,16,33070,0.600271243,93
11399,343,14,25561,0.776605375,41
11400,222,9,14413,1.3772427669999998,77
11401,19,23,29055,0.683190845,32
11402,4,23,41668,0.47637587600000003,87
11403,73,26,24837,0.799031687,46
11404,9,18,22592,0.8784237779999999,27
11405,18,24,28137,0.705284501,59
11406,7,18,23844,0.832211038,28
11407,175,26,26015,0.7627568709999999,74
11408,236,21,31570,0.628467849,32
11409,10,25,26036,0.7620045320000001,38
11410,9,21,31812,0.6236300770000001,50
11411,37,11,14199,1.397046271,96
11412,49,12,13794,1.438062201,15
11413,101,20,34764,0.570589978,28
11414,375,4,26840,0.7389344259999999,14
11415,295,10,27930,0.71,21
11416,90,18,28049,0.7069859890000001,22
11417,156,19,29215,0.678755434,95
11418,4,29,25200,0.7868944440000001,91
11419,7,23,31789,0.623664161,105
11420,74,15,29363,0.67514457,32
11421,31,16,25879,0.765934155,89
11422,4,25,24718,0.80189538,112
11423,114,12,23667,0.8374994720000001,93
11424,75,18,29167,0.67950972,32
11425,26,9,26037,0.761111111,19
11426,9,14,21480,0.9225647109999999,45
11427,3,7,26946,0.735404884,12
11428,346,21,27468,0.7214285709999999,35
11429,15,17,22842,0.867524735,79
11430,132,2,24464,0.81,89
11431,241,2,24464,0.81,45
11432,32,16,23803,0.832490442,24
11433,70,15,26529,0.7468230990000001,83
11434,135,22,28579,0.693248539,59
11435,2,23,24983,0.792990834,12
11436,156,27,28892,0.685497716,21
11437,11,15,26516,0.746901116,15
11438,47,13,24591,0.805280387,22
11439,342,5,27854,0.710890716,19
11440,20,28,28360,0.6982055709999999,64
11441,7,13,24593,0.8051258490000001,71
11442,10,12,34705,0.57043135,75
11443,63,18,28664,0.6906101729999999,42
11444,5,22,30171,0.656101223,94
11445,12,25,32012,0.618362489,38
11446,37,29,32772,0.6039890760000001,24
11447,10,25,31712,0.624130613,16
11448,13,20,30803,0.642536766,64
11449,14,16,23249,0.851301561,110
11450,21,21,23456,0.843749147,66
11451,2,22,27216,0.727084436,52
11452,71,26,25526,0.7752127240000001,77
11453,68,30,26164,0.756295673,20
11454,129,24,31215,0.6339103,68
11455,111,18,28291,0.6993803679999999,93
11456,22,40,25770,0.767769887,81
11457,10,15,30875,0.64078413,35
11458,195,22,28554,0.6928545909999999,39
11459,137,15,25551,0.774145043,40
11460,71,22,27983,0.7068566629999999,95
11461,159,24,32316,0.612049449,108
11462,15,8,13688,1.444979544,111
11463,59,51,20829,0.949529982,68
11464,47,27,26257,0.7531077429999999,66
11465,27,29,24926,0.793300971,20
11466,254,15,24625,0.802994924,23
11467,29,13,21025,0.9404195009999999,19
11468,9,19,25515,0.774922986,16
11469,57,21,32098,0.615987289,39
11470,43,19,27483,0.719383983,35
11471,444,5,24043,0.822305869,18
11472,5,33,29663,0.6664976570000001,83
11473,59,19,26056,0.758700875,83
11474,97,7,13769,1.4357142859999998,75
11475,26,21,30136,0.655914853,83
11476,21,19,31104,0.635484504,33
11477,8,18,27318,0.7235167290000001,69
11478,431,19,29123,0.6786337259999999,36
11479,37,9,25966,0.7610533,50
11480,135,5,26432,0.747590799,43
11481,112,17,27330,0.72292865,48
11482,153,14,22646,0.8724507640000001,103
11483,261,3,25659,0.77,69
11484,13,37,32589,0.60625886,75
11485,116,12,24292,0.813270624,35
11486,28,18,41012,0.481688286,66
11487,32,24,27206,0.72604499,27
11488,195,19,24473,0.807080047,44
11489,46,22,25062,0.7881003109999999,85
11490,11,17,29173,0.6770363009999999,41
11491,95,17,39466,0.500412254,32
11492,80,14,20315,0.9720113220000001,99
11493,16,15,23665,0.834357067,93
11494,249,11,13655,1.445872574,50
11495,180,15,27933,0.706788744,78
11496,101,12,25097,0.786588437,41
11497,8,29,28508,0.692441069,85
11498,11,15,24706,0.798976767,16
11499,19,12,34072,0.579331709,12
11500,15,16,21464,0.9195359670000001,54
11501,49,13,22604,0.873111396,16
11502,66,14,24416,0.80826712,107
11503,5,17,21816,0.90457875,22
11504,32,12,17050,1.157414663,65
11505,1,34,26120,0.755464012,72
11506,15,17,24214,0.814916577,37
11507,84,17,24349,0.8103942670000001,45
11508,26,8,29663,0.665208172,12
11509,174,15,29035,0.679578784,50
11510,100,20,24882,0.7930013659999999,86
11511,326,12,25344,0.778413037,24
11512,19,32,28373,0.6952560529999999,24
11513,101,23,31189,0.632444772,64
11514,251,13,26874,0.73396331,41
11515,102,17,29323,0.6726119429999999,48
11516,42,21,27476,0.717819188,48
11517,45,21,22992,0.857709203,20
11518,154,23,22749,0.86686184,25
11519,59,14,26200,0.75264313,30
11520,24,23,23888,0.8254412259999999,23
11521,4,24,27201,0.7248623209999999,27
11522,41,15,26092,0.7554407479999999,109
11523,156,20,26832,0.734532648,50
11524,11,44,23646,0.833284699,21
11525,84,19,28243,0.697607195,70
11526,50,12,28615,0.688496243,28
11527,33,23,30115,0.65419824,25
11528,100,13,17497,1.125726124,101
11529,27,3,22814,0.863340931,34
11530,3,12,33572,0.586671333,47
11531,22,17,26566,0.7412979000000001,64
11532,198,14,24424,0.8062278909999999,67
11533,51,10,25424,0.7744245590000001,95
11534,117,16,28905,0.6811555090000001,38
11535,14,17,25155,0.782655138,100
11536,23,21,23170,0.8496961590000001,69
11537,108,29,29553,0.666150983,69
11538,113,14,17828,1.104104779,31
11539,100,20,28952,0.679864603,31
11540,92,14,28394,0.693224625,47
11541,482,3,30282,0.65,21
11542,10,27,37614,0.523076248,51
11543,52,13,21714,0.9060891590000001,70
11544,47,23,31509,0.624418103,26
11545,17,11,19156,1.027048966,20
11546,78,30,42304,0.465040658,41
11547,8,20,22018,0.893482605,32
11548,7,27,31942,0.6158142879999999,74
11549,22,18,32111,0.612549594,74
11550,200,4,23163,0.8491797259999999,24
11551,169,21,23544,0.8352552670000001,35
11552,18,27,24275,0.810096807,21
11553,25,23,23043,0.85329905,16
11554,49,11,19583,1.003925854,82
11555,6,16,14103,1.393965114,100
11556,80,18,27643,0.711044387,62
11557,130,19,27100,0.725285609,85
11558,189,16,22426,0.876433604,82
11559,29,17,25669,0.765665978,106
11560,12,18,25693,0.764930137,64
11561,196,13,27455,0.715799308,54
11562,110,16,24543,0.800682068,26
11563,100,4,18435,1.065931109,50
11564,23,17,27738,0.708192732,36
11565,349,15,26545,0.739945376,21
11566,4,30,27097,0.7248189840000001,46
11567,16,25,23496,0.835886534,107
11568,50,18,29718,0.660831146,85
11569,22,20,18369,1.069060373,77
11570,5,21,30560,0.642512107,90
11571,36,12,34944,0.561876145,111
11572,1,30,26662,0.7362365909999999,30
11573,49,12,23484,0.835786493,36
11574,44,17,24266,0.808814803,36
11575,67,11,27821,0.705401675,76
11576,124,22,25822,0.759941135,78
11577,66,21,27372,0.716906693,30
11578,47,22,30935,0.634333279,90
11579,64,24,24996,0.784981197,86
11580,34,18,23499,0.834968722,46
11581,4,16,29677,0.66100246,44
11582,37,8,14839,1.321874116,52
11583,136,19,32668,0.6004380429999999,84
11584,28,10,24650,0.795668154,19
11585,1,39,22464,0.8730426459999999,41
11586,7,15,27163,0.721961124,59
11587,34,17,28734,0.682453887,28
11588,24,22,28255,0.693950097,48
11589,44,11,29332,0.6683083320000001,76
11590,112,19,26257,0.74656663,35
11591,60,24,28008,0.699870751,35
11592,30,25,26930,0.7278778309999999,99
11593,139,17,25882,0.7572401670000001,42
11594,6,24,30525,0.6420091729999999,89
11595,56,13,24042,0.815125614,28
11596,135,21,26805,0.7310830070000001,47
11597,38,8,25388,0.7717307390000001,89
11598,18,19,23653,0.828333827,74
11599,46,8,33299,0.588320971,106
11600,164,5,16286,1.2028797740000001,49
11601,5,7,23493,0.8338632779999999,20
11602,82,26,26360,0.743145675,56
11603,47,19,31006,0.6316954779999999,23
11604,66,24,26925,0.727254596,14
11605,12,29,29660,0.660151382,71
11606,1,23,33366,0.58678535,78
11607,169,18,21190,0.923908919,82
11608,26,14,26089,0.750414734,41
11609,27,17,26550,0.7373344629999999,76
11610,99,22,27314,0.7166951009999999,84
11611,23,14,23833,0.8213347040000001,15
11612,185,20,28641,0.683442966,41
11613,3,28,31244,0.626433235,67
11614,282,12,13922,1.405849016,85
11615,190,13,23349,0.838205491,36
11616,581,2,24464,0.8,66
11617,258,2,24464,0.8,45
11618,605,2,24464,0.8,20
11619,240,4,27244,0.718367347,19
11620,611,2,24464,0.8,81
11621,469,2,24464,0.8,23
11622,217,16,32770,0.597206286,33
11623,8,15,31690,0.6175497,90
11624,94,8,25284,0.774003322,18
11625,163,21,23275,0.840796992,47
11626,203,11,28863,0.677946506,95
11627,6,12,42325,0.462283757,97
11628,1,20,23761,0.823328143,75
11629,157,13,27452,0.7126121959999999,71
11630,123,22,26148,0.748043827,36
11631,12,27,29696,0.658656048,52
11632,186,8,17352,1.127143845,43
11633,7,24,28825,0.678514831,24
11634,33,23,27487,0.71147779,105
11635,308,9,13187,1.4829377419999998,33
11636,15,26,30493,0.641273735,77
11637,89,20,30136,0.648810393,103
11638,17,26,30465,0.641727884,91
11639,29,8,24909,0.78486531,22
11640,162,22,22045,0.88683012,78
11641,50,27,28105,0.695499022,70
11642,197,11,17869,1.093798198,61
11643,204,19,31598,0.618551174,84
11644,349,14,24790,0.788321904,22
11645,12,19,24509,0.797339345,82
11646,148,29,27806,0.702776379,36
11647,4,21,24588,0.7947421509999999,51
11648,148,16,29628,0.659541987,36
11649,98,22,22940,0.851798605,112
11650,343,7,13145,1.4865043740000001,103
11651,25,13,25437,0.768122027,41
11652,19,21,29238,0.668259457,12
11653,61,14,22774,0.8578273470000001,20
11654,36,10,20018,0.975912179,34
11655,100,21,29444,0.663374881,48
11656,12,22,30824,0.6336497529999999,108
11657,494,19,29130,0.670480604,33
11658,75,25,35911,0.543871794,36
11659,250,20,26064,0.749285605,21
11660,83,6,26939,0.724876944,20
11661,6,20,34282,0.569610291,27
11662,63,19,23849,0.81872741,36
11663,23,26,29401,0.6641036020000001,17
11664,22,30,40361,0.48374643799999995,109
11665,74,27,26119,0.74751407,63
11666,264,6,30598,0.63808811,17
11667,34,14,13132,1.48665626,70
11668,20,19,21567,0.90520332,60
11669,137,20,26481,0.737208187,46
11670,167,13,26013,0.750467074,39
11671,16,26,28331,0.688989799,14
11672,12,27,24938,0.782627717,91
11673,50,10,27254,0.7159679309999999,86
11674,487,6,27602,0.7069234109999999,60
11675,23,20,29424,0.663143013,49
11676,128,19,20402,0.95635624,26
11677,18,23,21330,0.914700422,91
11678,5,21,24667,0.790876475,61
11679,130,10,26430,0.738,14
11680,57,31,27376,0.71246822,84
11681,48,15,20442,0.9541047840000001,22
11682,33,18,25614,0.761423831,87
11683,243,15,23617,0.825653978,18
11684,47,25,29115,0.669720076,77
11685,1,20,26616,0.732589044,38
11686,19,10,31513,0.61862882,45
11687,31,20,30892,0.630992814,46
11688,145,9,29041,0.671183155,47
11689,166,14,20516,0.949966855,71
11690,72,26,22002,0.885743114,90
11691,43,30,22249,0.8758973440000001,70
11692,5,29,24842,0.784453345,83
11693,79,20,30640,0.635904047,60
11694,163,13,22694,0.8585529209999999,35
11695,6,22,27586,0.706278185,25
11696,40,22,24322,0.8010591229999999,21
11697,7,34,29195,0.667349204,36
11698,40,32,43399,0.44891771700000005,80
11699,302,15,23952,0.8133934540000001,63
11700,7,13,25727,0.7572352,70
11701,83,18,28488,0.6837900170000001,67
11702,145,17,24032,0.810577147,23
11703,33,30,29333,0.6640452729999999,25
11704,159,20,23789,0.818800286,51
11705,81,15,26652,0.7307804290000001,19
11706,42,12,26184,0.743764895,23
11707,13,25,32105,0.606581218,48
11708,114,22,37838,0.514668059,16
11709,1,47,27260,0.714255319,43
11710,6,14,24206,0.804285714,102
11711,111,18,25378,0.7670974859999999,40
11712,110,25,24660,0.789413625,52
11713,10,22,24290,0.8013622890000001,28
11714,96,15,28726,0.677606698,110
11715,11,20,26008,0.7483458940000001,110
11716,57,16,26472,0.7352024779999999,83
11717,173,16,32101,0.60627644,22
11718,3,17,26010,0.7482352940000001,45
11719,233,8,13133,1.481757405,54
11720,28,12,27864,0.698333333,17
11721,83,26,23472,0.8289983809999999,36
11722,2,19,27402,0.7100788259999999,16
11723,22,7,23317,0.834419093,48
11724,20,22,30209,0.643981926,16
11725,160,16,31472,0.618125,38
11726,374,10,26718,0.728059735,54
11727,15,27,27661,0.703120278,34
11728,87,24,31861,0.610388563,27
11729,33,17,24845,0.782681425,33
11730,12,31,30664,0.634051657,39
11731,338,7,24745,0.7857142859999999,25
11732,74,18,26833,0.7245552120000001,37
11733,44,17,27368,0.7103737940000001,53
11734,39,13,23655,0.821787783,31
11735,27,13,25075,0.7751788629999999,16
11736,33,24,28817,0.674457785,69
11737,14,25,28672,0.677851911,28
11738,8,17,24925,0.779721565,54
11739,312,26,27352,0.7105111140000001,89
11740,13,21,25699,0.756203354,54
11741,88,6,26734,0.7268938429999999,66
11742,250,19,27062,0.7180714659999999,24
11743,20,29,33371,0.582278026,103
11744,64,16,26957,0.7208038729999999,34
11745,21,19,25721,0.7554080320000001,56
11746,58,16,25993,0.7474931709999999,64
11747,21,15,21032,0.923757607,30
